GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"31D8819E-71D8-618F-EDDA-0A0E629FCABF";"Лечение эрозии матки с помощью народных средств";;"zHaW9zsO_No";"Эрозия шейки матки - Методы лечения народными средствами";"http://medic.ymka.ru/eroziya_sheiki_matki.php";"Эрозия шейки матки; Какие анализы стоит сдать; Народные средства при .... Лечение непродолжительное, эпителизация наступает через 8-12 дней.";"Методы лечения эрозии шейки матки | WMJ.ru";"https://www.wmj.ru/stil-zhizni/zdorove/metody-lecheniya-erozii-sheyki-matki.htm";"Народные средства как метод избавления от эрозии шейки матки. В целом ..... Врач может назначить лечение с помощью лекарственных препаратов ...";"Лечение народными средствами эрозии шейки матки ...";"https://sovets.net/4585-lechenie-narodnymi-sredstvami-erozii-sheiki-matki.html";"Как лечить эрозию шейки матки народными средствами. Главная Здоровье ... Через три недели лечения прерываемся на десять дней и повторяем курс."
"2D931EB8-CC91-337B-4776-E07BA02D2CAE";"Как увеличить лактацию грудного молока в домашних условиях";;"TyZ6g6m2AmE";"Как увеличить лактацию молока при грудном ... - Вскорми";"http://vskormi.ru/breast-feeding/kak-uvelichit-laktaciju/";"22 апр 2016 ... Как увеличить количество грудного молока: причины молочного ... В подобных условиях невозможно рассчитывать на нормальное ...";"24 способа как увеличить лактацию грудного молока в домашних ...";"http://v-detalyah.ru/kak-uvelichit-laktatsiyu-pri-grudnom-vskarmlivanii";"в домашних условиях ... грудного молока.";"Как увеличить лактацию грудного молока народными средствами";"https://mymedicalportal.net/402-kak-uvelichit-laktaciyu-grudnogo-moloka.html";"Мечта каждой мамочки – здоровье ее новорожденного ребенка и достаток материнского молока. Кормление и уход играют важную роль в жизни и ..."
"AB258FAA-BAA4-18F7-98D3-0179CDA8EB5E";"Лечебные рецепты с мелиссой";;"b9WL2-r7zm4";"Настойка мелиссы: рецепты, лечебные свойства и ... - Semtrav.ru";"http://semtrav.ru/nastojki/na-travah/iz-melissy.html";"Настойка мелиссы успокаивает нервную систему, облегчает боль и улучшает пищеварение. Чтобы лекарство принесло пользу, нужно использовать его ...";"Мелисса лечебные свойства и противопоказания - FitoHome";"https://fitohome.ru/lekarstvennye-rasteniya/melissa-lechebnye-svojstva-i-protivopokazaniya.html";"Всем известно, какой потрясающий вкус у отвара на основе мяты и мелиссы.";"Лечебные свойства и противопоказания мелиссы - FitoHome";"https://fitohome.ru/poleznye-svojstva/melissa-poleznye-svojstva.html";"Вот несколько самых известных и эффективных рецептов с мелиссой:."
"9D1E0536-392C-EE9F-F8C4-095729CE4545";"Тибетская медицина: пища как лекарство";;"Qb8vfCHhaB4";"Тибетская медицина и основные способы воздействия на болезнь";"http://it-apharm.ru/tibetskaya-meditsina-i-osnovnye-sposoby-vozdeistviya-na-bolezn.html";"Тибетская медицина лечит не саму болезнь, а корень ее возникновения. Пять основных способов воздействия на болезнь: лекарства, диета, образ ... Какие продукты нужно употреблять в пищу, какой образ жизни надо вести, ...";"Тибетская медицина - Результати пошуку у службі Книги Google";"https://books.google.com.ua/books?id=i1kvDwAAQBAJ";"23 июл 2015 ... Этот тибетский термин означает несварение, непереваривание, неусвоение пищи и всего процесса, связанного с неправильным ...";"Методы тибетской медицины - Результати пошуку у службі Книги Google";"https://books.google.com.ua/books?id=22_HCgAAQBAJ";"15 авг 2011 ... Пища и/или лекарства с горькими и терпкими, вяжущими активными ... На самом деле в тибетской медицине нет рекомендаций по ..."
"64656D19-F4D7-75DD-9440-2B173D27A504";"Применение лепестков роз в домашних условиях";;"WbwhULKe498";"Лепестки роз: применение в косметологии для лица и волос ...";"http://myadvices.ru/primenenie-lepestkov-roz-dlya-lica-i-volos/";"Розовую воду также можно применять в ... Лепестки роз лучше собирать ранним утром того дня, ...";"Лепестки роз: что с ними можно сделать в домашних условиях";"http://nash-sekret.ru/lepestki-roz-chto-s-nimi-mozhno-sdelat.html";"18 апр 2016 ... При использовании в домашних рецептах лучше применять свежие лепестки , идеально подойдут выращенные в саду розы. Наиболее ...";"Как можно использовать увядшие лепестки роз, что можно ...";"https://www.baby.ru/blogs/post/139081556-24257414/";"28 фев 2013 ... Применение. ... А еще можно сделать масло из лепестков роз. ... что рецепт его приготовления в домашних условиях не так уж и сложен ..."
"6ED0E316-D5DA-A399-D31D-647F8E8D52AE";"Воздействие сырой пищи на организм человека";;"GJLJdjtBCb8";"Еда, как она влияет на здоровье и долголетие. Взгляд из Китая ...";"https://miraman.ru/posts/619";"Пища должна полностью удовлетворять потребности человека на ... но не по температуре, а по своему воздействию на организм. Так как ... Примером такого блюда может быть горячая каша с горстью сырых ягод или фруктов».";"Сыроедение. Влияние на сознание и тело. - Чудить на радость...";"https://uaqua.livejournal.com/2515.html";"29 мар 2014 ... ... развивающийся человек начинает обращать внимание на пищу, ... сырой пищей с целью укрепить здоровье, но конструктивного ...";"Вред вареной пищи для здоровья организма человека";"https://bestlavka.ru/vred-varenoj-pishhi/";"31 окт 2013 ... Негативное воздействие вареной пищи на организм человека. Ее влияние ... Безвитаминная пища — не пища, сырые продукты явились ..."
"3C5FF9B1-255B-18EE-3746-E344D402AF5B";"Что можно приготовить из артишока";;"3UsFidFkc9Q";"Что приготовить из артишоков - Хозяйке на заметку - Леди Mail.Ru";"https://lady.mail.ru/article/473353-chto-prigotovit-iz-artishokov/";"25 сен 2012 ... Хотя бы один раз в сезон их стоит приготовить! .... Примечание: запеченные артишоки можно даже не чистить, а подавать прямо так.";"артишоки маринованные блюда и рецепты с фото, пошагово ...";"https://www.edimdoma.ru/retsepty/ingredients/1499-artishoki-marinovannye";"Лучшая подборка рецептов и блюд в которых есть артишоки маринованные. Вкусно, просто, пошагово и с фото. Артишоки маринованные и другие ...";"Артишоки по-романски рецепт с фото пошаговый | Едим Дома ...";"https://www.edimdoma.ru/retsepty/20824-artishoki-po-romanski";"Рецепт приготовления Артишоки по-романски, готовим вкусно и полезно ... Приготовленные по этому рецепту, их можно употреблять как гарнир к ..."
"FFA0F3D7-DE00-9BAF-F150-54DC834E7678";"Стенокардия: лечение народными средствами";;"5xy6_nwgRlE";"Стенокардия: лечение самыми эффективными народными ...";"https://fitohome.ru/babushkiny-recepty/stenokardiya-lechenie-narodnymi-sredstvami.html";"Вылечить стенокардию помогут лимоны ... это народное средство не имеет,  ...";"Стенокардия - Симптомы и лечение народными средствами в ...";"https://xn----jtbaaldsgaoflxr4fyc.xn--p1ai/narodnue-recepty/bolezni-serdtsa-i-sosudov/61-lechenie-stenokardii-narodnymi-sredstvami";"симптомы и народные рецепты лечения стенокардии нетрадиционными средствами и лекарственными травами в домашних условиях.";"ЛЕЧЕНИЕ СТЕНОКАРДИИ В ДОМАШНИХ УСЛОВИЯХ. Питание ...";"http://beregi-serdce.com/bolezni/stenokardija/lechenie-stenokardii-v-domashnix-usloviyax.html";"Первая помощь при стенокардии; Питание и образ жизни при стенокардии; Медикаментозное лечение стенокардии; Народные средства от «грудной ..."
"A36107BE-E286-36C6-4159-088B2C18B923";"Сабельник: лечебные свойства растения";;"AfIPqwmz0dI";"Сабельник болотный: лечебные свойства. Видео - Woman's Day";"http://www.wday.ru/dom-eda/soh/tselebnyie-svoystva-sabelnika/";"2 апр 2014 ... Сабельник болотный – многолетнее лекарственное растение семейства розоцветных с длинным ползучим корневищем. Благодаря ...";"Сабельник болотный: полезные свойства и ... - Сам себе доктор";"https://100trav.su/lekarstvennye-rasteniya/sabelnik-bolotnyj.html";"Состав растения весьма богат, поэтому полезные свойства сабельника нашли широчайшее применение при лечении даже тех болезней, которые ...";"Сабельник: полезные свойства и противопоказания - VredPolza.ru";"http://vredpolza.ru/flora-fauna/item/135-sabelnik-poleznyye-svoystva-i-protivopokazaniya.html";"Кроме болотного есть еще одна разновидность этого растения – сабельник Залесова. Однако лечебными свойствами он не обладает и широко ..."
"BEFF4D2F-C2D6-C4CB-4FC3-E3608F536F17";"Лечение медом";;"5b7SeV5tZFI";"Мёд. Лечение мёдом. Лечебные и целебные свойства мёда.";"http://www.salkova.ru/Product_bee/Honey/medicin.php";"Целебные свойства мёда. Лечение мёдом. Мёд при заболеваниях сердца, нервов, органов дыхания, ЖКТ.";"Лечение медом - народные рецепты";"https://narmedzona.ru/primenenije-meda-v-narodnoj-medicine";"Как давно мед стали использовать для лечения в народной медицине. Рецепты для лечения различных заболеваний с применением меда.";"Лечение медом: рецепты на все случаи жизни - Природа знает";"http://priroda-znaet.ru/lechenye_medom/";"8 июн 2017 ... Лечение медом практикуется человеком еще с незапамятных времен. Поэтому до нас дошли уже максимально усовершенствованные ..."
"DABF2D47-5D2D-8206-48E6-47C03C796BC9";"Дыхательная гимнастика Стрельниковой &ndash; что это?";;"Ec06NY2weyc";"Дыхательная гимнастика Стрельниковой (упражнения)";"http://fizrazvitie.ru/2010/08/blog-post_06.html";"Дыхательная гимнастика Стрельниковой (упражнения). Упражнение 1 1. « Ладошки». И.П. встаньте прямо, согните руки в локтях и «покажите ладони ...";"Комплекс упражнений дыхательной гимнастики Стрельниковой";"https://pererojdenie.info/praktiki/kompleks-uprazhnenij-dyxatelnoj-gimnastiki-strelnikovoj.html";"9 авг 2012 ... Упражнения дыхательной гимнастики Стрельниковой, методика, принципы и меры предосторожности при выполнении упражнений.";"Дыхательная гимнастика Стрельниковой - парадокс или способ ...";"http://easy-lose-weight.info/dyhatelnaya-gimnastika-po-metodu-strelnikovoy/";"Дыхательная методика А.Н. Стрельниковой по праву названа ее последователями «русской национальной гимнастикой». Она настолько проста, что ..."
"B7BBAA28-6CD0-431D-4909-EA910D6D6A7A";"Как принимать редьку с медом от кашля";;"4F4MqH0rTj8";"Черная редька с медом от кашля - Рецепты народной медицины";"http://folk-med.ru/chernaya-redka-s-medom-ot-kashlya-i-drugix-boleznej.html";"Принимать сок черной редьки от кашля нужно 3 раза в день за .... …одни пишут одна со.л.сока(чёрная редька с мёдом) принимать до еды ,,другие после ...";"Черная редька с медом от кашля. Рецепт. Как приготовить и ...";"https://irinazaytseva.ru/redka-s-medom-ot-kashlya.html";"12 окт 2016 ... Вспомним про черную редьку с медом от кашля, поговорим о том, как ее принимать, что нужно знать о противопоказаниях. История ...";"Черная редька с медом. Рецепты от кашля | ЗНАХАРКА";"http://znaharka.com.ua/chernaya-redka-s-medom-recepty-ot-kashlya/";"Целебный сироп от кашля из черной редьки с медом. ... и утром уже можно принимать лекарство от кашля – в ней образуется сладковатый лечебный ..."
"B24731B7-DE25-7168-8AEA-C50651887F84";"Упражнения для сохранения зрения";;"v-YuzRenazQ";"Упражнения для сохранения зрения";"http://www.cvz.ru/patient/zaryadka/uprazhneniya-dlya-sokhraneniya-zreniya/";"Упражнения для сохранения зрения. усталость глаз Приведенные в данном разделе упражнения для глаз носят рекомендательный характер и не ...";"Гимнастика для глаз. Упражнения для восстановления зрения.";"http://www.excimerclinic.ru/press/eyegimnastika/";"Первые упражнения для сохранения зрения были созданы задолго до нашей эры. Йоги, создавая комплексы для всего тела, не забыли и о наших ...";"10 простых упражнений для сохранения зрения";"https://fishki.net/1796809-10-prostyh-uprazhnenij-dlja-sohranenija-zrenija.html";"31 дек 2015 ... В этом посте вы познакомитесь с упражнениями для улучшения, восстановления и профилактики зрения. Эти упражнения для глаз ..."
"9E08D43F-E285-578B-9BB2-B9234DF83049";"Профилактика простуды народными средствами";;"1Gyyvx1kaLM";"100 советов и народных средств лечения простуды и ...";"http://xn--k1agg.net/%3Fview%3Dflu-26";"Портал о лечении и профилактике лор-болезней, насморка, синуситов, ... как противопростудное и противовоспалительное средство при простудных ...";"Профилактика гриппа народными средствами. Личный опыт ...";"https://prozdorovechko.ru/zdorovyj-obraz-zhizni/profilaktika-grippa-narodnymi-sredstvami.html";"К минусам профилактики гриппа и ОРВИ народными средствами придется отнести ...";"Лечение простуды у детей народными средствами";"https://protiv-grippa.com/lechenie-prostudy-u-detej-narodnymi-sredstvami/";"Необходимо использовать лучшие народные средства от простуды для ... Народные средства для лечения простуды у детей; Как лечить насморк? ... у детей: симптомы, лечение и профилактика · Часто болеющий ребенок."
"A4036DB9-EE61-97E4-3F15-03FEB5878E74";"Как используют миндаль в народной медицине";;"gCa6h7O9d1c";"Миндаль - Рецепты народной медицины, лечение народными ...";"http://nmedic.info/story/mindal";"Миндаль полезен при болезнях селезенки, почек и печени. Миндальное масло используется в лечении атеросклероза, снимает головные боли, ...";"Миндаль — лечебные свойства, применение и рецепты";"http://vsegdazdorov.net/poleznye-svoystva/mindal";"Миндаль рекомендуют использовать для лечения болезней селезенки, ... народной медицины используются и листья, и плоды, и семена миндаля.";"Полезные свойства миндаля, применение в народной медицине.";"http://clubpolezno.ru/mindal-poleznyie-svoystva";"Многие называют миндаль орехом. Однако ... Первый используется для приготовления миндального масла."
"C121F6D7-D218-0DCA-AE52-EC04A350B785";"Свойства и применение тысячелистника";;"VDXkhZpwLBQ";"Тысячелистник (трава): описание, лечение, польза - Ліктрави».";"https://liktravy.ua/ru/useful/encyclopedia-of-herbs/dereviju-trava";"Трава тысячелистника: описание, полезные свойства, действие на организм. Применение тысячелистника в народной медицине и лечении разных ...";"Тысячелистник (трава) — лечебные свойства и применение ...";"https://www.ayzdorov.ru/tvtravnik_tisyachelistnik.php";"Полезные свойства тысячелистника; Применение тысячелистника; Лечебные свойства; Отвар, настой и настойка; Сборы на основе тысячелистника ...";"Трава тысячелистник: лечебные свойства и противопоказания";"https://eruditochka.ru/trava-tysyachelistnik/";"В народной медицине тысячелистник используется довольно часто. Но принимать настойки и ..."
"F6DBA9C1-BCA2-8668-72AF-6DBE2F8EFE2C";"Как уменьшить боль в груди";;"l6upNAg0L3o";"Как снять боль в груди :: JustLady.ru - территория женских ...";"http://www.justlady.ru/articles-147802-kak-snyat-bol-v-grudi";"Боль в груди может быть симптомом достаточно обширного перечня заболеваний, помощь при каждом из которых должна оказываться правильно.";"Как избавиться от боли в груди (для подростков) - wikiHow";"https://ru.wikihow.com/%25D0%25B8%25D0%25B7%25D0%25B1%25D0%25B0%25D0%25B2%25D0%25B8%25D1%2582%25D1%258C%25D1%2581%25D1%258F-%25D0%25BE%25D1%2582-%25D0%25B1%25D0%25BE%25D0%25BB%25D0%25B8-%25D0%25B2-%25D0%25B3%25D1%2580%25D1%2583%25D0%25B4%25D0%25B8-(%25D0%25B4%25D0%25BB%25D1%258F-%25D0%25BF%25D0%25BE%25D0%25B4%25D1%2580%25D0%25BE%25D1%2581%25D1%2582%25D0%25BA%25D0%25BE%25D0%25B2)";"Ваша грудь болит из-за происходящих с вашим телом изменений и повышенного выброса гормонов. Вы можете уменьшить болевые ощущения в груди ...";"Боль в груди перед месячными | Компетентно о здоровье на iLive";"https://ilive.com.ua/health/bol-v-grudi-pered-mesyachnymi_105932i15961.html";"Также и у молоденьких девочек боль в груди перед месячными может быть ... и эффективно поддержит грудь, может также уменьшить уровень боли."
"AFBCBA34-DEC0-B22B-1260-EAEE0186A4FB";"Как уменьшить грудь в домашних условиях в 2018 году";;"Hr5AjKjoetM";"Как уменьшить грудь? Советы по уменьшению груди в домашних ...";"http://ladyspecial.ru/krasota/uxod-za-liczom-i-telom/kosmetologiya/kak-umenshit-grud-sovety-po-umensheniyu-grudi-v-domashnikh-usloviyakh-i-vizualnye-ulovki";"Диета является самым простым способом уменьшения груди. ... Уменьшить грудь в домашних условиях можно с помощью физических упражнений.";"Как уменьшить грудь в домашних условиях с помощью упражнений";"https://sovets.net/4881-kak-umenshit-grudhtml.html";"Узнайте, как уменьшить грудь разными способами, ведь не смотря на то, что одни ... Как увеличить грудь без кремов дома. Как увеличить грудь дома девушке ..... Льготная пенсия по вредности в 2018 году: список профессий и стаж.";"Как уменьшить грудь в домашних условиях - HowToGetRid.ru";"http://howtogetrid.ru/kak-umenshit-grud-v-domashnix-usloviyax/";"Лунный календарь на 2018 год откроет вам свои секреты успеха, богатства, удачи в любви. ... 1 Сбалансированное питание для уменьшения груди; 2 Компрессы для ... Компрессы для уменьшения груди в домашних условиях."
"7105181A-7E3E-6F6F-F240-25DB7B2D53AD";"Как сделать мазь с арникой для суставов";;"vFslb8aeZRI";"Самодельные мази от различных болезней [Архив] - Forum Aromarti.ru";"https://forum.aromarti.ru/archive/index.php/t-388.html";"опухание, покраснение и ощущение жара в суставах; ... Для поддержки можно сделать творожный компресс, нехолодный, температуры тела с добавлением одной чайной ложки эссенции арники; он быстро уменьшит ... Экстракт торфа, содержащийся в масле Solum Öl* или в мази Solum uliginosum comp.";"Артрит | WALA-R | Гомеопатические лекарственные средства";"http://www.wala-russland.ru/story/artrit";"Мазь Арника – это натуральное лечебное, которое относят к ... Снижает боль и воспаление в суставах, восстанавливает суставную и хрящевую ткани ; ...";"Мазь Арника: инструкция по применению, цена, отзывы, аналоги";"http://mazimed.ru/maz-arnika/";"Мазь из арники — экологически чистый продукт, который на протяжении многих ... болей в мускулатуре и суставах, а также воспалительных процессов."
"C08C574D-5758-6B33-1BC3-825EA95CC002";"Как поправить здоровье";;"bpj4tu5rjSg";"Как поправить здоровье в центре реабилитации Фонда соцстраха";"https://www.kp.ru/daily/26820/3857114/";"17 апр 2018 ... Сегодня в нашей стране работает 12 многопрофильных центров реабилитации Фонда социального страхования (ФСС РФ).";"Как восстановить здоровье без врачей и лекарств";"http://norbekov.com/materials/one/useful/zdorovie-bez-vrachei-i-lekarstv";"3 авг 2015 ... Вы уже давно и всерьёз задумываетесь, как поправить здоровье без лекарств? Мы готовы дать Вам ответ на все ваши вопросы по ...";"Десять "ленивых" способов поправить здоровье - Yoki.ru";"http://www.yoki.ru/style/health/19-05-2018/77114-zdorove-0/";"Десять "ленивых" способов поправить здоровье. Троицына Маргарита. 19.05. 2018 в 19:43. Здоровый образ жизни сейчас все больше входит в моду."
"402159FA-B441-E00E-2BEB-90B03FDB9812";"Полезные свойства пчелиной перги";;"QcmUu5wwNiA";"Перга пчелиная: полезные свойства, как принимать и ... - Мир пчел";"http://mirpchel.com/perga-pchelinaya-kak-prinimat-i-chto-lechit.html";"Но совсем немного людей, когда-либо слышало о лечении пергой пчелиной и ее полезных свойствах. Да что там лечение, большинство вообще не ...";"Все о пчелиной перге польза и вред как принимать правильно";"https://lublumedok.ru/perga/svoystva-pchelinoy-pergi-polza-i-vred-kak-prinimat";"Читайте также: Мёд с пергой: как принимать, полезные свойства. 5.";"Перга: применение, полезные свойства и противопоказания";"http://www.gabris.ru/gabris/health/perga/";"Перга, называемая в старину «пчелиным хлебом» или «хлебиной», ... а затем при участии меда и ферментов пчелиных глоточных желез подвергается ... узнать подробно о полезных свойствах содержащихся в перге Омега-3 и ..."
"0B11FDAD-B67C-3D25-4211-13C5F1C61EA9";"Как унять боль с помощью птицемлечника хвостатого";;"JSF46a6JBng";"Зеленая аптечка: Птицемлечник (индийский лук, адский корень ...";"https://www.u-mama.ru/read/home/plants/5275.html";"11 июл 2017 ... Птицемлечник хвостатый или индийский лук, орнитогалум правила посадки и ... Каждая посаженная луковичка через пару лет хорошо .... лист птицемлечника хвостатого и потереть им место боли, как она сразу же начинает стихать. ... Помогает снять отеки от укусов пчел, заживляет герпес,  ...";"Птицемлечник посадка и уход в открытом грунте и домашних ...";"https://chto-posadit.ru/tsvetok-ptitsemlechnik-posadka-i-uhod-v-otkrytom-grunte-i-v-domashnih-usloviyah-foto-i-opisanie/";"Ботаническое название индийского лука - птицемлечник хвостатый. .... Сильный зуд можно снять, намазав натертое место облепиховым маслом. ... Будет покалывать, но боль снимается как от таблетки, а минут через 15 вы даже ...";"ПТИЦЕМЛЕЧНИК хвостатый, (индийский лук) - Редкие ...";"https://rasred.ru/klubni-lukovitsy/product/view/5/253";"Самым целебным считается хвостатый птицемлечник. ... лук может обезболить, просто потрите больное место срезанным листом и боль понемногу утихнет. ... Он поможет снять отечность, если вас укусила пчела, поможет заживить герпес. .... Размножение возможно как детками, так и с помощью семян."
"1A01B08A-40B7-8D15-70F6-F6F2017194E1";"Лечебные свойства шунгита";;"ngJZjhpodE4";"Шунгит и его лечебные свойства";"http://www.gabris.ru/gabris/health/activator/shungit/";"Шунгит не имеет себе равных по многообразию лечебных свойств и пользе для организма человека.";"Лечебные свойства шунгита и шунгитовой воды / Портал ...";"https://samosoverhenstvovanie.ru/lechebnye-svoystva-shungita/";"Лечебно-профилактические свойства шунгита известны, наверное, многим. Легенды про чудесные и невероятно полезные свойства воды, настоянной ...";"Полезные свойства шунгита :: Польза и вред";"http://polzaverd.ru/protivopokazanija/poleznye-svojstva-shungita.html";"Лечебные и полезные свойства шунгита основаны на его химическом составе и кристаллической структуре, хотя конечно шунгит это камень, в рот его ..."
"B4640E98-418A-3DEB-FE9C-ADDAB76E91F3";"Как используют сирень в медицине";;"#NAME?";"Лечебные свойства сирени в народной медицине ... - Девичник";"https://galinanekrasova.ru/lechebnyie-svoystva-sireni.html";"В народной медицине лекарства из сирени используется как противовоспалительное, жаропонижающее средство. Используется при заболеваниях ...";"Сирень. Применение, описание, химический состав ...";"http://hnb.com.ua/articles/s-zdorovie-siren-2206";"Научная медицина настороженно относится к препаратам из сирени, из-за ... Сирень в народной медицине ... Не использовать для лечения у детей.";"Сирень - лечение народными средствами";"http://medic.ymka.ru/siren.php";"В русской народной медицине цветки заваривали, как чай, который пили при ... Настойку цветков сирени из расчета 10 г на 100 г спирта используют для ..."
"E69B999B-5869-94EF-6B58-38610FB4789F";"Польза эфирных масел";;"S4C6daEElKg";"Эфирные масла – их польза и цели применения - Аюрведа ...";"http://esoteric-land.ru/publ/ajurveda_recepty_lechenie/ehfirnye_masla_ikh_polza_i_celi_primenenija/3-1-0-245";"29 мар 2013 ... Использование эфирных масел – натуральный и мудрый способ обретения равновесия тела и духа, ибо аромат – собрат дыхания.";"Польза и вред эфирных масел - Семейный портал Мир Добра";"https://dobro.pw/polza-i-vred-efirnyx-masel/";"Польза и вред эфирных масел. Все мы знаем о том, что эфирные масла приносят пользу. Также наслышаны о том, как они положительно влияют на  ...";"Польза и вред эфирных масел для здоровья. Свойства и ...";"https://bestlavka.ru/polza-i-vred-efirnyh-masel/";"9 июл 2014 ... Полезные свойства и противопоказания эфирных масел для здоровья. Как выбрать натуральное эфирное масло. Применение ..."
"163CE168-07A5-63E0-43A9-3341A9A516D5";"Какое средство поможет избавиться от кровоточивости десен";;"MuWcfnv5PyA";"Кровоточат десна: народные средства, как лечить, что делать ...";"https://krov.expert/zdorove/narodnaya-meditsina/krovotochat-desna-narodnye-sredstva.html";"Если у человека кровоточат десны, ... применении состав поможет избавиться от ...";"Народные средства от кровоточивости десен";"https://www.32top.ru/stat/73/";"Кровоточивость десен и народные средства для избавления от нее. Профилактика ... Лечение кровоточивости десен народными средствами. Главная Народная ..... как избавиться от кровоточения десен? Ответить Этот вопрос ...";"Кровоточивость и воспаление десен: лечение и причины ...";"https://www.metrogyl-denta.ru/simptomy/krovotochivost-desen";"Так как избавиться от кровоточивости десен без соблюдения ... Это средство гигиены поможет удалить частицы пищи из промежутков между зубами."
"A8BB5132-8DBD-00CF-6160-F5DA26A6C86B";"Диоскорея кавказская: описание и свойства";;"OdSmSZk9byk";"Диоскорея кавказская: применение и противопоказания ...";"https://www.inmoment.ru/beauty/encyclopaedia-of-plants/wild-yam-caucasian.html";"Фото: Диоскорея кавказская ... Другие свойства диоскореи кавказской: мочегонное, общеукрепляющее, иммуномодулирующее, противовоспалительное, ...";"Диоскорея кавказская: описание, рецепты, показания, лечебные ...";"http://fb.ru/article/90206/dioskoreya-kavkazskaya-opisanie-i-svoystva";"19 мар 2018 ... Диоскорея кавказская, описание которой можно найти во многих ... Лечебные свойства диоскореи кавказской обусловлены ее ...";"Диоскорея кавказская, лечебные свойства, описание ...";"http://www.xn--24-6kct3an.xn--p1ai/%25D0%259B%25D0%25B5%25D0%25BA%25D0%25B0%25D1%2580%25D1%2581%25D1%2582%25D0%25B2%25D0%25B5%25D0%25BD%25D0%25BD%25D1%258B%25D0%25B5_%25D1%2580%25D0%25B0%25D1%2581%25D1%2582%25D0%25B5%25D0%25BD%25D0%25B8%25D1%258F/dioskoreya_kavkazskaya.html";"Лекарственные растения. Диоскорея кавказская, лечебные свойства, описание, применение, противопоказания, рецепты, фото."
"3FB547D8-71F4-496A-2321-271D5251817B";"Как применяется чеснок в нетрадиционной медицине?";;"ydUNRHCQT74";"Чеснок - полезные свойства, применение - Extract.market";"https://extract.market/handbook/raw/chesnok/";"Чеснок – растение, имеющее многочисленные полезные свойства. Применение в традиционной и нетрадиционной медицине, косметологии и  ...";"Чеснок полезные свойства. Применение в народной медицине";"http://narodnaiamedicina.ru/chesnok-poleznye-svojstva-primenenie-v-narodnoj-medicine.html";"7 мар 2014 ... Чеснок своими целебными свойствами известен еще издревле до нашей эры в Юго-Западной и Средней Азии. Чесноком можно ...";"Чеснок полезные свойства. Применение сока чеснока в ...";"http://narodnaiamedicina.ru/sok-chesnoka.html";"В таких случаях на помощь приходит сок чеснока."
"1AD99615-5863-FE80-6590-B9A003B22C8E";"Свойства и применение эфирного масла шалфея";;"HcnrDikkJYQ";"Эфирное масло шалфея лекарственного. Свойства и применение";"https://essential-oils-cosmetology.com/shalfej-lekarstvennyj/";"7 апр 2015 ... Эфирное масло шалфея лекарственного, особенности, лечебные свойства и применение в ароматерапии и косметологии. Способы ...";"Эфирное масло шалфея. Применение. Полезные свойства для ...";"http://safeyourhealth.ru/efirnoe-maslo-shalfeya-primenenie/";"Не стало исключением и эфирное масло шалфея – применение его возможно практически везде: и в ароматерапии, и в медицине, и для сохранения ...";"Шалфея мускатного масло | Ароматика";"http://aromatika.ua/set/shalfeya-muskatnogo-maslo";"Эфирное масло шалфея мускатного Получают из цветущих верхушек ... Применяется при снижении иммунитета, простуде, воспалении горла и органов ..."
"034DE3C7-D94E-366C-0FDD-843DB20C6FCE";"Как лечиться окопником";;"undQoT7W4sE";"Окопник применяют для лечения суставов и мышц | Очищение ...";"http://izlechimovse.ru/okopnik-primenyayut-dlya-lecheniya-sustavov-i-myshts";"28 сен 2015 ... Мазь из окопника способна лечить суставы, устранить боль при артрите, хронические суставные боли. Для приготовления мази вам ...";"Корень окопника в медицине: тонкая грань между лекарством и ...";"http://mjusli.ru/krasota_i_zdorove/lechimsya-sami/koren-okopnika-unikalnoe-prirodnoe-lekarstvo-dlya-vashego-organizma";"Применение корней окопника в народной медицине обширно. Некоторые целители говорят, что лечение с его помощью вполне способно заменить ...";"Лечение суставов окопником - Onwomen.ru";"http://onwomen.ru/lechenie-sustavov-okopnikom.html";"Лечение суставов окопником помогает избавиться от боли в суставах и вернуть им подвижность без применения лекарственных средств."
"E63B01F9-7D9D-4967-4046-3F5835F729DA";"Как снять головную боль без таблеток";;"cgiblQ0CfVk";"Как снять головную боль без лекарств быстро, в домашних усовиях";"https://galinanekrasova.ru/kak-snyat-golovnuyu-bol-bez-lekarstv.html";"18 апр 2015 ... Как быстро снять головную боль без лекарств и таблеток в домашних условиях.";"Как снять головную боль без таблеток и лекарств быстро ...";"https://doc.ua/news/articles/kak-izbavitsya-ot-golovnoj-boli-bez-tabletok";"Узнайте, как можно быстро избавиться от головной боли без таблеток и лекарств. Полезные методы снятия головной боли, которые должен знать ...";"Как снять головную боль - Woman.ru";"http://www.woman.ru/health/medley7/article/82015/";"И все-таки, какие есть способы снять головную боль без таблеток? Во- первых, пейте воду. Обезвоживание может очень быстро привести к сильной  ..."
