GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
B1EB3808-73A6-24A6-C3BD-390E66671623;Как следует пить зеленый кофе для похудения?;kak-sleduet-pit-zelenyy-kofe-dlya-pohudeniya;bogNUq7pieo;;;;;;;;;
416F346A-2E4B-D347-381E-488EC74F4B5E;Немецкая чайная диета;nemeckaya-chaynaya-dieta;VqgRryCVGZg;;;;;;;;;
E26BE7DA-5881-D5D5-220B-7BF87F17EF1A;Принцип действия диеты Усама Хамдий;princip-deystviya-diety-usama-hamdiy;gG4sgYWWGyM;;;;;;;;;
4B1EEB28-15FD-2391-005A-101C6DE777F0;Индийская диета;indiyskaya-dieta;z_uAc-s7rQ4;;;;;;;;;
2601ED62-6179-79CF-69BF-B66F6C72E3E9;Как просто похудеть с помощью однодневных оздоровительных диет;kak-prosto-pohudet-s-pomoschyu-odnodnevnyh-ozdorovitelnyh-diet;L9Tt-SsvAPY;;;;;;;;;
63E45D50-2C22-91AE-5932-3B1825749993;Медовая диета;medovaya-dieta;bgd4vLSPIGk;;;;;;;;;
D96B5894-3B0F-4E16-89CA-5BB2C2ACC6BE;Какие продукты способны продлить жизнь;kakie-produkty-sposobny-prodlit-zhizn;Gj_9r_ik7ws;;;;;;;;;
5C9F62F1-2CE3-284A-D62C-B1B0EA12491C;Как употреблять заменитель сахара при диете;kak-upotreblyat-zamenitel-sahara-pri-diete;;;;;;;;;;
69CBB159-AEE9-D063-FFCE-1AB3747983C6;Как не следует худеть;kak-ne-sleduet-hudet;VF3j1BYVnfk;;;;;;;;;
650DD909-0679-992B-15AE-35AD6B6034A7;Алкоголь при сахарном диабете;alkogol-pri-saharnom-diabete;;;;;;;;;;
ACB62CF7-57B9-D2AA-B3CE-159EB779093A;Как худеть с огуречной диетой;kak-hudet-s-ogurechnoy-dietoy;WyugOuY51HM;;;;;;;;;
403D43D9-7AD2-EC08-B3C6-920855C1D695;Чем полезна фасоль с медицинской точки зрения;chem-polezna-fasol-s-medicinskoy-tochki-zreniya-;;;;;;;;;;
B1A635FC-B59E-A201-520B-C0F38A6BD4FE;Что надо делать, чтоб похудеть без ущерба для здоровья;chto-nado-delat-chtob-pohudet-bez-uscherba-dlya-zdorovya;lH7nYZRaATE;;;;;;;;;
EF9C491E-A890-D8DC-AD88-055833F79F65;Восточная диета;vostochnaya-dieta;_x1IO5XqXW0;;;;;;;;;
04CCEE2A-F0B8-6E10-E990-91B5C34C672F;В Новый год с новым телом;v-novyy-god-s-novym-telom;Qz5b4j6TXno;;;;;;;;;
BED1646F-16EE-6819-5762-38264FF8198E;Продукты с высоким содержанием соли;produkty-s-vysokim-soderzhaniem-soli;LK4uzYR-k0M;;;;;;;;;
689BAE00-5037-02A3-59AB-90EAF525BA72;Что значит раздельное питание;chto-znachit-razdelnoe-pitanie;;;;;;;;;;
C193FBA6-9F6B-D20A-97BF-D3C98358E91F;Бутербродная диета;buterbrodnaya-dieta;vktFOFx8oTk;;;;;;;;;
36B7B93D-985D-69AF-DD6F-ED72FE0B982A;Как похудеть на сахарной диете;kak-pohudet-na-saharnoy-diete;GXp1wnU9maE;;;;;;;;;
B71981FD-DE6B-EBBA-BC06-658FD1FFA8BD;Как научиться съедать меньше;kak-nauchitsya-sedat-menshe;;;;;;;;;;
DEE49D3A-2AB3-67C3-4AA3-1A11F5A2D79F;Диета на кефире и яблоках;dieta-na-kefire-i-yablokah;1EPlk1PvTVE;;;;;;;;;
CCB0DFEE-06C4-C13F-24B0-B3945B4F7826;Прощаемся с лишним весом;proschaemsya-s-lishnim-vesom;;;;;;;;;;
7A57D522-BFA4-309C-C0A8-EB155145A44A;Как снизить потребление жиров и холестерина;kak-snizit-potreblenie-zhirov-i-holesterina;;;;;;;;;;
6971F1EC-093D-758B-32B6-62EF9A4DBF11;Меню для боннской диеты;menyu-dlya-bonnskoy-diety;vrlw4hZauGA;;;;;;;;;
7D129748-FEEC-3DE5-83E9-A610785F05CF;Как справиться с аппетитом и похудеть;kak-spravitsya-s-appetitom-i-pohudet;;;;;;;;;;
0D3AD624-8569-9978-5707-338405BBAC02;Противопоказания для похудения;protivopokazaniya-dlya-pohudeniya;18Zm0nGRAZo;;;;;;;;;
71127144-46B1-44C9-4EF4-393F06557D1D;Как приготовить яблочный уксус для эффективного похудения;kak-prigotovit-yablochnyy-uksus-dlya-effektivnogo-pohudeniya;;;;;;;;;;
D671FEC3-9765-1055-C2C1-8589033C1C13;Сбалансированное питание. Как найти баланс?;sbalansirovannoe-pitanie-kak-nayti-balans;brxOXr76zJI;;;;;;;;;
2A5A060B-EBCA-DE43-79DA-08433021EF16;Как питаться на раннем сроке беременности;kak-pitatsya-na-rannem-sroke-beremennosti;u0DbvZ8r7-4;;;;;;;;;
3D552FF5-D855-6A2A-7F08-9D7702082B27;Как придерживаться куриной диеты;kak-priderzhivatsya-kurinoy-diety;;;;;;;;;;
4FA3DA49-3F4A-2E28-3ED6-8D4C8681C9F2;Как похудеть с помощью огуречных салатов;kak-pohudet-s-pomoschyu-ogurechnyh-salatov;;;;;;;;;;
F0F642F7-AACB-9065-325B-3A5FDF5B7E9E;Основные правила химической диеты;osnovnye-pravila-himicheskoy-diety;;;;;;;;;;
2A5D909D-E5B2-EEC3-C4DC-475BB3FB847A;Как завершить пост без ущерба для здоровья;kak-zavershit-post-bez-uscherba-dlya-zdorovya;;;;;;;;;;
AEF66CFA-E568-8FA0-4B4E-D36439F5D8E2;Как похудеть после новогодних праздников;kak-pohudet-posle-novogodnih-prazdnikov;;;;;;;;;;
38CFA5AD-A1CD-F366-3498-4B1DBDBC3F53;Как похудеть: яблочная диета на 3 дня;kak-pohudet-yablochnaya-dieta-na-3-dnya;;;;;;;;;;
80992B63-9051-6113-37AE-AB85A269E420;Что представляет собой рисовая диета;chto-predstavlyaet-soboy-risovaya-dieta;imx6-pg2U4I;;;;;;;;;
5A31463C-F63B-7722-7336-7CF16F8E3D2B;"Очищающая диета &laquo;Лето&raquo;";ochischayuschaya-dieta-leto;;;;;;;;;;
E1551A45-BD1A-3E68-0814-C387D1D98AE6;Диета на углеводах: когда невозможное возможно;dieta-na-uglevodah-kogda-nevozmozhnoe-vozmozhno;;;;;;;;;;
7DDD784A-C015-8F82-92A6-E44CBBE831CF;Меню, рецепты блюд щадящей диеты;menyu-recepty-blyud-schadyaschey-diety;;;;;;;;;;
514EE1C0-6E0C-5C8F-BD5C-90452E038BDF;Как соблюдать диету при диабете;kak-soblyudat-dietu-pri-diabete;Zgl_b42L1c8;;;;;;;;;
A7D04B4F-CEC0-EA38-5F78-FA7315DFA87F;Как просто и быстро повысить уровень своей энергии;kak-prosto--i-bystro-povysit-uroven-svoey-energii;;;;;;;;;;
4C6AABF6-0D0C-2CB7-B5C1-E3B71FBADD96;"Как похудеть по &quot;коридору калорийности&quot;";kak-pohudet-po-koridoru-kaloriynosti;;;;;;;;;;
99322732-E5DD-C2ED-39B8-BAE20995FE6F;Вредны ли сахарозаменители;vredny-li-saharozameniteli;nD0rBrbqKuA;;;;;;;;;
7BE426C9-4F91-51FA-C06C-E5C194D2ED0B;Как подобрать диету по группе крови;kak-podobrat-dietu-po-gruppe-krovi;8ABbRqsxWao;;;;;;;;;
B662A8A1-2E16-9685-3CD6-1773CF7FD9A4;Как устроить разгрузочный день;kak-ustroit-razgruzochnyy-den;MlJUiZ5ivOM;;;;;;;;;
96D5A624-8F68-E5A1-94FC-835CAF52184E;Чай поможет похудеть;chay-pomozhet-pohudet;faveIKe6DTg;;;;;;;;;
A386FAD8-381F-D216-E8C4-EB1BF295C98E;Правила грамотной диеты;#NAME?;;;;;;;;;;
F46A785A-6409-748C-428D-2047BF71626A;Как правильно питаться летом;kak-pravilno-pitatsya-letom;n8GVj-iBtkU;;;;;;;;;
949B3F1E-8A8E-D826-DE66-75AD19460E53;Как проводить разгрузочные дни на рыбе;kak-provodit-razgruzochnye-dni-na-rybe;;;;;;;;;;
A13EE57E-8C09-096B-3A91-F12B59665B7D;Как правильно ходить в гости: советы худеющим;kak-pravilno-hodit-v-gosti-sovety-hudeyushchim;c25uVcRZnMw;;;;;;;;;
28A0575C-0E28-32EC-93E6-9EBA0DDD5BC4;Какой эффект от комплексов для похудения;kakoy-effekt-ot-kompleksov-dlya-pohudeniya;GhHJ_R3DM0M;;;;;;;;;
C2763E2D-FBAB-C10E-5684-6982AE651173;Диета для мужчин;dieta-dlya-muzhchin;;;;;;;;;;
220A06A1-B00A-E628-801F-4FFEF31F82AB;Как отказаться от употребления сахара;kak-otkazatsya-ot-upotrebleniya-sahara-;;;;;;;;;;
F30F00C3-1F67-58A0-922C-15CB9289C172;Как организовать свое питание для сохранения здоровья;kak-organizovat-svoe-pitanie-dlya-sohraneniya-zdorovya;xFOYRdSQkEs;;;;;;;;;
C18D6A0A-67C6-E5A1-EC84-2F1425E9E5C2;Вода с ибирем для похудения;voda-s-ibirem-dlya-pohudeniya;51aFmzObLTY;;;;;;;;;
A962D537-3C7A-33E7-5C97-76BFF5BB205D;Как соблюдать диету по группе крови;kak-soblyudat-dietu-po-gruppe-krovi;Y4vB0kfMGMU;;;;;;;;;
C03889AC-12AD-AA3B-3313-32A74513D9B5;Почему при диете нарушается обмен веществ и как этого избежать?;pochemu-pri-diete-narushaetsya-obmen-veschestv-i-kak-etogo-izbezhat;db2w8K40eJo;;;;;;;;;
D4181C0B-38F5-9515-16A0-5C936B3E224B;Меню и рецепты для английской диеты;menyu-i-recepty-dlya-angliyskoy-diety;9AbGRuArEFE;;;;;;;;;
EEBBA654-3853-286E-1CD7-AB2407FDD8AA;Диета при мастопатии;dieta-pri-mastopatii-;8ktoOwEBt-4;;;;;;;;;
015FE75D-D774-EA07-4A7D-99BCBAFFB686;Как придерживаться диеты при язве;kak-priderzhivatsya-diety-pri-yazve;YBlkM275Yzo;;;;;;;;;
431C5360-00C5-DC76-F586-65A2739CF4D6;Китайская диета;kitayskaya-dieta;rqsj25Eysms;;;;;;;;;
D7AEF9DB-8900-7A3F-8B63-78382A827F38;Гликемический индекс популярных продуктов питания;glikemicheskiy-indeks-populyarnyh-produktov-pitaniya;;;;;;;;;;
936406BB-79EB-D734-C038-4CD63C1571D2;Как питаться при анемии;kak-pitatsya-pri-anemii;wAWD08TG7dU;;;;;;;;;
F5E409AD-9316-8E99-E5BC-CE2C964CBF13;Как использовать чай из липового цвета для похудения?;kak-ispolzovat-chay-iz-lipovogo-cveta-dlya-pohudeniya;;;;;;;;;;
9C134249-41F8-6794-1CF4-A9DC24E056EA;Самые жесткие диеты;samye-zhestkie-diety-;72qV9FOTqoc;;;;;;;;;
B41D5665-3CC3-881C-8B09-7E79261F0D68;Диета доктора Гаврилова;dieta-doktora-gavrilova;9U8w_T74kjA;;;;;;;;;
4A1B3911-FFD3-EE59-11DC-382A9FF4169D;Сушка тела для девушек: как питаться и заниматься спортом?;sushka-tela-dlya-devushek-kak-pitatsya-i-zanimatsya-sportom;;;;;;;;;;
DE3C91EA-0FD7-C182-E771-AA06A0C9250D;Как зимой сохранить стройность;kak-zimoy-sohranit-stroynost;loSsnyUNC-A;;;;;;;;;
66FC9401-D5CE-E7E8-9F2E-C78B29050C6E;Как составить лечебную диету;kak-sostavit-lechebnuyu-dietu;X2D02B-mPcY;;;;;;;;;
4ECCB6B6-27D3-6E72-90C7-D252A1AD3886;Учимся есть меньше: советы диетологов;uchimsya-est-menshe-sovety-dietologov;;;;;;;;;;
C1A06815-6DE0-4E81-E550-CEBED015EC70;Греческая диета;grecheskaya-dieta;#NAME?;;;;;;;;;
65E52E81-C25E-A6D3-D07D-FB8000ADC32E;Как соблюдать диету при артрите;kak-soblyudat-dietu-pri-artrite-;;;;;;;;;;
CFA197D7-EF11-671F-AAAF-309AD81464B9;Какая диета нужна при стенокардии;kakaya-dieta-nuzhna-pri-stenokardii-;;;;;;;;;;
FCA9670D-4BFF-A425-B8AE-CD7640B5E6F1;Как меньше есть: лучшие способы;kak-menshe-est-luchshie-sposoby;sU1nmsiI2bQ;;;;;;;;;
23E967B6-9267-FEAF-6BEA-A53F97FDCCFE;Как сесть на диету правильно и выйти из нее;#NAME?;;;;;;;;;;
7D0681AD-93B5-D258-CEC9-E801B15B0D8C;Как принимать отвар шиповника для похудения;kak-prinimat-otvar-shipovnika-dlya-pohudeniya;;;;;;;;;;
629AA12D-FDFC-AF88-A0AC-8F42B1B239D8;Каков принцип кашной диеты;kakov-princip-kashnoy-diety;;;;;;;;;;
37EA5381-DD55-1EE8-8FCD-925EF002E19D;Что такое гликемический индекс;chto-takoe-glikemicheskiy-indeks;t0YeoU4rvgQ;;;;;;;;;
75BF87B6-1C7C-2BF4-302B-79763503908E;Что представляет собой диета для кишечника;chto-predstavlyaet-soboy-dieta-dlya-kishechnika;VaBl33b42i4;;;;;;;;;
2A119DEE-A54E-AA03-6565-9550F502C674;Худеем легко! Идем за покупками.;hudeem-legko-idem-za-pokupkami;XsRg9b5Cwrg;;;;;;;;;
75FC041F-A913-004E-5101-EA080BFD62EF;Диета клиники майо;dieta-kliniki-mayo;;;;;;;;;;
DC548812-8153-2A58-F823-1D34D36E5327;Чем опасно вегетарианство в детском возрасте;chem-opasno-vegetarianstvo-v-detskom-vozraste;;;;;;;;;;
034F6AA7-72CB-1972-D7F4-3E3E47E21015;Как правильно худеть на яблочной диете;kak-pravilno-hudet-na-yablochnoy-diete;;;;;;;;;;
1965F534-84C6-3BBD-3385-38752C8ABCFB;Является ли сыроедение залогом здоровья?;yavlyaetsya-li-syroedenie-zalogom-zdorovya;QkIyiShdfN0;;;;;;;;;
8132A818-D908-0176-253F-E4010B06D695;Что делать, если ребенок - аллергик;chto-delat-esli-rebenok---allergik;;;;;;;;;;
10E027B7-133C-EAF0-86D0-F80583839B70;Какой эффект от протеинов;kakoy-effekt-ot-proteinov;H_xSJy7W7j0;;;;;;;;;
044D5A4A-25AF-2B13-DDF9-D8A85E2B3173;Немецкая диета;nemeckaya-dieta;v_gkSa2unZQ;;;;;;;;;
2290E165-0F62-54FE-0E63-C55F63BAE832;Как контролировать жиры;kak-kontrolirovat-zhiry;PxLD2dxY1lw;;;;;;;;;
BCDB9B08-4ACE-9E68-6DF4-98157A0C0B55;Худеем правильно: расчет нормы калорий на сутки;hudeem-pravilno-raschet-normy-kaloriy-na-sutki;;;;;;;;;;
BA79170D-2A69-98C3-5464-581CC53C6C42;Рыбная монодиета;rybnaya-monodieta;G35WyqIn9pY;;;;;;;;;
174F8743-6B7D-28CB-1711-97B3DA56DED4;Как похудеть с помощью хлебной диеты;kak-pohudet-s-pomoschyu-hlebnoy-diety;Z9ay350mMLk;;;;;;;;;
A6A3ACC0-9468-DC4D-7FF8-D814E4F310AF;Как потратить лишние калории;kak-potratit-lishnie-kalorii;0JvIvDcuLAk;;;;;;;;;
FC0FE49B-F77F-2D07-E403-17C5C85DD91C;Как составить рацион при овощной диете;kak-sostavit-racion-pri-ovoschnoy-diete;5aAVLHms6cw;;;;;;;;;
B2DE6FE4-BC2A-3D16-F58E-2C48E43D15C3;Как провести диету на курином мясе;kak-provesti-dietu-na-kurinom-myase;;;;;;;;;;
7BA577C0-865C-1180-A690-50F11389E683;Как похудеть с помощью отрубей;kak-pohudet-s-pomoschyu-otrubey;;;;;;;;;;
5F59A4FD-8919-9711-2071-BADA2CEF4959;Русская диета;russkaya-dieta;GgcziWmn_YQ;;;;;;;;;
0D2A7FBF-F753-2570-796B-F0DADA898610;Диетические ошибки;dieticheskie-oshibki;i1YAOgc0LuY;;;;;;;;;
5B7746A4-2350-E664-FBA3-A236A04D0EA8;Как есть как можно меньше;kak-est-kak-mozhno-menshe;madWJioV53Q;;;;;;;;;
39DE3691-1CD5-CD3A-08DD-231DB292A9FF;Пять правил для хорошей фигуры;pyat-pravil-dlya-horoshey-figury;;;;;;;;;;
7987A2F4-36D2-505F-2133-192CC3B458CE;Как перейти на здоровое питание;kak-pereyti-na-zdorovoe-pitanie;;;;;;;;;;
36314342-BA92-876C-0C2C-4A32A0782674;Как сохранить фигуру женщине после сорока;kak-sohranit-figuru-zhenschine-posle-soroka;;;;;;;;;;
1B061109-8A5D-B461-98D6-A95B4CC7CEE8;Топ-5 восхитительных супов для похудения. Отзывы;top-5-voshititelnyh-supov-dlya-pohudeniya-otzyvy;;;;;;;;;;
4137E89A-A16E-A7B2-1E3F-37C71C677008;Диета и питание для сахарного диабета 2 типа;dieta-i-pitanie-dlya-saharnogo-diabeta-2-tipa;;;;;;;;;;
8ECCB0DC-A565-1D60-E7EC-A1991FA61846;Диета для похудения на 30 кг. Меню;dieta-dlya-pohudeniya-na-30-kg-menyu;;;;;;;;;;
04DE0000-BE38-CE8E-865F-0021455C6C97;"Как похудеть с &laquo;американской диетой&raquo;";kak-pohudet-s-amerikanskoy-dietoy;;;;;;;;;;
F81B1D23-3808-CB23-8EDB-D02E3D79506B;Вода- залог здоровья.;voda--zalog-zdorovya;FSOw4DkyunQ;;;;;;;;;
09AAAE9F-C21C-4F5E-4FB2-C49B6C8AA903;Злаковая диета;zlakovaya-dieta;;;;;;;;;;
66181F9D-96D7-44F9-7561-4CED5A0B0D2D;Меню, рецепты блюд лечебной диеты стол 3;menyu-recepty-blyud-lechebnoy-diety-stol-3;;;;;;;;;;
52F9A309-C695-DF84-705D-0BFB3E6CA534;"Как относиться к &quot;еде для диабетиков&quot; в магазинах";kak-otnositsya-k-ede-dlya-diabetikov-v-magazinah;;;;;;;;;;
7C7547FF-6018-BD41-0D95-189668417C14;"Коктейль для похудения &quot;Сибарит&quot;";kokteyl-dlya-pohudeniya-sibarit;;;;;;;;;;
4D54069A-0FB0-6B0F-6BEC-16DD5B94264E;Чем нужно питаться, если хочешь подрасти на 20 см;chem-nuzhno-pitatsya-esli-hochesh-podrasti-na-20-sm;;;;;;;;;;
A87DB5E6-A6AF-B9E7-705D-D8E15EBBD199;В чем польза орехов;v-chem-polza-orehov;;;;;;;;;;
9E14E012-8382-BE4A-9137-ADD9CF1FEB03;Как сбросить вес в зависимости от типа жировых отложений;kak-sbrosit-ves-v-zavisimosti-ot-tipa-zhirovyh-otlozheniy;;;;;;;;;;
0E865CAF-A2B7-5E04-0F19-D005D91A5E4A;Каши при сахарном диабете;kashi-pri-saharnom-diabete;;;;;;;;;;
09AC3EEE-29AE-89FB-0917-80FDD50A8929;Как перенести трудности диеты;kak-perenesti-trudnosti-diety;Ar38Iw7Jujo;;;;;;;;;
2CFB259B-F1A0-887F-8A30-F0D7709198C4;Топ-5 разгрузочных дней для похудения;top-5-razgruzochnyh-dney-dlya-pohudeniya;zL3XkSNn6hs;;;;;;;;;
91E7C388-7763-28C4-56DF-9071BF4657B1;Как питаться при ожирении;kak-pitatsya-pri-ozhirenii;;;;;;;;;;
C7A5B7A7-F7D5-C99B-026F-725D0B74C832;Сколько выделяют степеней ожирения;skolko-vydelyayut-stepeney-ozhireniya;uytW1w8ltMg;;;;;;;;;
AB114F81-41EA-A7CF-28D4-763F2A30BF36;Как быстро похудеть дома?;kak-bystro-pohudet-doma;;;;;;;;;;
AE5ED971-3F32-CB9C-2125-74546564057C;Как рассчитать идеальный вес для девушки;kak-rasschitat-idealnyy-ves-dlya-devushki;;;;;;;;;;
16F1E338-D54C-8EB0-B59B-4F2FE5025DB7;Углеводная диета;uglevodnaya-dieta;#NAME?;;;;;;;;;
956E5A22-273B-E171-44D4-9BEB05A2C417;Как принимать гейнер;kak-prinimat-geyner;;;;;;;;;;
9DBCDEA5-C5B9-2EAA-9A1A-F1BF5E76377B;Диета «Минус 5»;dieta-minus-5;SbNfDqBsboM;;;;;;;;;
3E6AD253-8F1F-64FF-6D0C-D5AC01898CB0;Как стать вегетарианцем;kak-stat-vegetariancem;F_zCzecTSQw;;;;;;;;;
06FDC633-341E-6447-04CD-7BC5DFA60838;Как быстро похудеть на диете в 2018 году;kak-bystro-pohudet-na-diete;PJ_b4wXIi-0;;;;;;;;;
E3FC6E85-452A-84A5-A4BB-1B4D9EE72A3E;Диета Маргариты Королевой;dieta-margarity-korolevoy;lZICUYMh5nU;;;;;;;;;
74B00BC7-DE2C-3B44-DAB2-741E3F95E4BB;Как углеводы влияют на организм;kak-uglevody-vliyayut-na-organizm;;;;;;;;;;
3F4B8E78-90B2-B4FE-F4BB-B6726F66D9E1;Тыквенная диета - вкусно, легко и полезно;tykvennaya-dieta---vkusno-legko-i-polezno;;;;;;;;;;
36D78B16-6A93-A7E2-0A26-D6D560B4A0AB;Худеем легко! Как бороться с "сигналами окружения"?;hudeem-legko-kak-borotsya-s-signalami-okruzheniya;;;;;;;;;;
E6618288-4CF3-D287-3BC4-DFDDC0F69DE6;Диета Монтиньяка;dieta-montinyaka;mGcJ87XkI0s;;;;;;;;;
AB32B53F-7AC5-A9F6-9AF8-074137CD6914;Диета при холицистите;dieta-pri-holicistite;;;;;;;;;;
8031E817-5953-DA6E-FF1D-99312617A90B;Чем кормить ребенка после рвоты;chem-kormit-rebenka-posle-rvoty;;;;;;;;;;
08AD1CEE-1D33-38E3-8869-E229CBE3294A;Как пить зелёный кофе, чтобы похудеть?;kak-pit-zelenyy-kofe-chtoby-pohudet;5O8EmTDYKQ4;;;;;;;;;
1148F913-E7F4-8A07-0439-E89BB8D12DB1;Идеальное тело с помощью правильных продуктов питания;idealnoe-telo-s-pomoschyu-pravilnyh-produktov-pitaniya;;;;;;;;;;
B775E681-0D18-4C8D-B405-F528394C5BA5;Как зимой не набрать лишний вес;kak-zimoy-ne-nabrat-lishniy-ves;;;;;;;;;;
DB2383EF-C6EC-711F-FD31-8AB7C8F3930F;Как снизить суточную норму калорий;kak-snizit-sutochnuyu-normu-kaloriy;;;;;;;;;;
2F79C3A3-B4EB-775E-D56F-06B3BD4B5DDD;Диета, которая поднимает настроение;dieta-kotoraya-podnimaet-nastroenie;SxEgmNks2ls;;;;;;;;;
0B7636F5-D3D4-F741-A3DF-C5AFF19041A2;Сбалансированное питание для похудения;sbalansirovannoe-pitanie-dlya-pohudeniya;;;;;;;;;;
A69EEDF6-6794-F20F-4625-CFC932C96352;В чем вред монодиет;v-chem-vred-monodiet;;;;;;;;;;
615A468F-3E6B-8877-FBDD-D5E9AEE82EB2;Диета Лулу;dieta-lulu;EZ7M-g1cB8w;;;;;;;;;
AE69141B-F7EF-24F3-6D63-7B693B53C93A;Как стать сыроедом;kak-stat-syroedom;xzgFg-VdWlk;;;;;;;;;
61D39278-E3DE-837C-3664-67B69B34C907;"Как &laquo;подсластить&raquo; кефирную диету";kak-podslastit-kefirnuyu-dietu;;;;;;;;;;
39F6B2D4-7459-A86D-632D-D91D49890576;Здоровый рацион без мяса;zdorovyy-racion-bez-myasa;R5bzC9r5UoA;;;;;;;;;
5DA6B26B-A186-82CD-152A-3B1B47A4ACEF;Как похудеть на смузи;kak-pohudet-na-smuzi;;;;;;;;;;
D93675F6-564C-2297-DE83-DF83FBD86FA2;Как использовать мозг вместо диет;kak-ispolzovat-mozg-vmesto-diet;;;;;;;;;;
27CD09E8-71A4-A5BF-3803-B7CAF578530A;Как без стресса удержать достигнутый вес;kak-bez-stressa-uderzhat-dostignutyy-ves;28ZF4bOxOSA;;;;;;;;;
ABBAEDF6-3848-1904-CB1D-F08079381833;Как питаться при переломе;kak-pitatsya-pri-perelome;av18yvitNIc;;;;;;;;;
BAED8562-CE22-09E7-BB12-7B0C85A76F75;Как похудеть с помощью детского питания;kak-pohudet-s-pomoschyu-detskogo-pitaniya;;;;;;;;;;
EC11B5CA-7C33-4D18-2E60-CCE5EF4AA1A9;Как организовать диетическое питание;kak-organizovat-dieticheskoe-pitanie;mmdHBtLFwqE;;;;;;;;;
BF93C8A7-4B48-C982-70BB-4E29AD0EDEA2;Летняя диета;letnyaya-dieta;QfuNl3zZBDg;;;;;;;;;
A5097C1F-511E-BEC4-0EC4-AD65C4E9489F;Как похудеть ребенку;kak-pohudet-rebenku;s-gqbOFQYRI;;;;;;;;;
DC4B8904-CF96-39C4-8BB5-BA7987273577;Какие риски, причины и последствия ожирения, что такое диета № 8;kakie-riski-prichiny-i-posledstviya-ozhireniya-chto-takoe-dieta-no-8;;;;;;;;;;
9A69595C-2CC8-BDC0-5D6A-021404969062;Как пить кофе Минс;kak-pit-kofe-mins;TlEosqE-cU8;;;;;;;;;
F37CB8DA-CAF5-D62E-C9C2-8F6AA99269FB;Диета Миркина;dieta-mirkina;jV7l9tQf3rY;;;;;;;;;
E81542C8-972A-B83D-95C8-AA800AE972B4;Как быстро скинуть вес после родов;kak-bystro-skinut-ves-posle-rodov;;;;;;;;;;
6D452AC6-45F3-D5CF-5157-FA52433F4CB6;В чем заключается норвежская диета;v-chem-zaklyuchaetsya-norvezhskaya-dieta;OffkJEbIs08;;;;;;;;;
FAFF63BC-2825-17BA-1DD0-2FA2BC0CACF5;Диета белково-углеводного чередования;dieta-belkovo-uglevodnogo-cheredovaniya;9zNTRY9MniI;;;;;;;;;
A102DAE1-45D4-8FDC-4C93-86CCFFC9E9F3;Творожная диета для похудения;tvorozhnaya-dieta-dlya-pohudeniya;h4J52XWo-Kw;;;;;;;;;
E779432D-636C-C431-B8FE-8332AC518047;Советы по снижению аппетита;sovety-po-snizheniyu-appetita;;;;;;;;;;
5216E145-EE0E-B04A-5109-4941040189F5;Креветочная диета;krevetochnaya-dieta;0-vfNlnKiOM;;;;;;;;;
0F4DD688-4EE9-60EC-2531-FFA32C0F7114;Почему вредны краткосрочные диеты?;pochemu-vredny-kratkosrochnye-diety;;;;;;;;;;
3B33C18E-9D77-72E5-4D55-223E20FABE93;Результативность разгрузочных дней на гречневой каше;rezultativnost-razgruzochnyh-dney-na-grechnevoy-kashe;;;;;;;;;;
6119345F-95EC-A647-BE41-3AE9FC8AA654;Какие средства помогут при головной боли;kakie-sredstva-pomogut-pri-golovnoy-boli;;;;;;;;;;
86F0E795-31B2-C445-CC4A-156F16DAD90F;Как сидеть на кремлевской диете;kak-sidet-na-kremlevskoy-diete;;;;;;;;;;
FDB29AA9-4603-E9DB-727D-CFB1A5DABE67;"Диета &quot;5 плавленных сырков&quot;";dieta-5-plavlennyh-syrkov;;;;;;;;;;
DC779147-1968-E6F4-A30D-423065105C71;Какие надо соблюдать правила для эффективного похудения;kakie-nado-soblyudat-pravila-dlya-effektivnogo-pohudeniya;;;;;;;;;;
D8C77527-1F0E-4F64-19F4-AFACA672CBB0;Средиземноморская диета: здоровое питание и диеты;sredizemnomorskaya-dieta-zdorovoe-pitanie-i-diety;E85FwQV4hk4;;;;;;;;;
66784E40-BEB8-399E-AE83-7CADF2D5FC15;Пищевое отравление: соблюдение диеты;pischevoe-otravlenie-soblyudenie-diety;;;;;;;;;;
A5C89145-68F7-629B-91C5-B2E7D222FE82;Как разнообразить рацион перед химиотерапией;kak-raznoobrazit-racion-pered-himioterapiey;;;;;;;;;;
8AB951CB-6F40-13EB-92B2-E65BFB23A918;Какой продукт является первым аллергеном;kakoy-produkt-yavlyaetsya-pervym-allergenom-;t3FnsufdHAc;;;;;;;;;
984DD9DF-517F-3D51-02BE-94BF3A01B185;Диета ангела;dieta-angela;9iaaHIu0q6I;;;;;;;;;
F769B3E1-C80A-63D4-C98C-D825EC70793B;Можно ли похудеть на зеленом кофе: разбираем плюсы и минусы;mozhno-li-pohudet-na-zelenom-kofe-razbiraem-plyusy-i-minusy;;;;;;;;;;
3CCE82F5-FE9D-F459-BBA4-D511601A6CEB;Диета при цистите;dieta-pri-cistite;;;;;;;;;;
6C9AD3C2-40C7-91C5-A318-C66DE537C62C;Какие питательные вещества помогают похудеть;kakie-pitatelnye-veschestva-pomogayut-pohudet;;;;;;;;;;
